ID,Latitude,Longitude,poids_dechets
3563605293,14.7442216,-17.4700956,5.4
3563605297,14.7479859,-17.4685165,5.4
3563605369,14.7442912,-17.4699917,5.4
3576884795,14.7441204,-17.4701403,5.4
3576884797,14.7446042,-17.4698097,5.4
3578753468,14.7180134,-17.4645714,5.4
3580264993,14.7135701,-17.4606542,5.4
3580265067,14.7165176,-17.4573549,5.4
3580906790,14.7463726,-17.4676628,5.4
3580953158,14.6983995,-17.4506713,5.4
3583993353,14.7428224,-17.4711842,5.4
3583993354,14.7448729,-17.4696332,5.4
3583993355,14.7474497,-17.4700565,5.4
3583993360,14.7451213,-17.4692007,5.4
3584117819,14.7466144,-17.4675577,5.4
3584117823,14.7462672,-17.4678249,5.4
3594972711,14.7055053,-17.4618768,5.4
3594972712,14.7070037,-17.4604696,5.4
3594972713,14.7069445,-17.4605255,5.4
3594972714,14.707106,-17.4603769,5.4
3594972715,14.7070384,-17.460446,5.4
3594972716,14.7053855,-17.4628543,5.4
3594972718,14.7051648,-17.4625085,5.4
3620202417,14.699913,-17.4474303,5.4
3621964801,14.7386545,-17.4674566,5.4
3679534142,14.7381344,-17.4664815,5.4
3742560928,14.7427063,-17.4486312,5.4
3742560931,14.7428074,-17.4488618,5.4
3887283796,14.7028086,-17.4622369,5.4
3894101287,14.7331689,-17.4653298,5.4
3900564407,14.7090202,-17.4581956,5.4
3967253957,14.7159671,-17.470869,5.4
4020638991,14.739253,-17.4653836,5.4
4020639023,14.7411385,-17.4704371,5.4
4020680289,14.7394481,-17.465242,5.4
4021722789,14.7329127,-17.4608126,5.4
4021722893,14.733447,-17.4606565,5.4
4039215790,14.7485897,-17.4532422,5.4
4039215791,14.7446589,-17.4563701,5.4
4039215889,14.7446056,-17.4576957,5.4
4039215890,14.7422411,-17.4647748,5.4
4039215892,14.7446391,-17.4561975,5.4
4039215989,14.7433972,-17.4588689,5.4
4048113424,14.7225221,-17.4520235,5.4
4075352076,14.7357136,-17.4377496,5.4
4075391728,14.7205506,-17.4355272,5.4
4075431905,14.6978676,-17.4380551,5.4
4076032211,14.7267488,-17.4520711,5.4
4076032212,14.7254803,-17.4452195,5.4
4076032214,14.7261684,-17.4502286,5.4
4076047641,14.7181018,-17.4507182,5.4
4076047642,14.7167646,-17.4556399,5.4
4076047643,14.7185464,-17.4538458,5.4
4076050079,14.7246579,-17.4569376,5.4
4076056882,14.7223718,-17.4519244,5.4
4076056956,14.7217079,-17.4476253,5.4
4076389789,14.7212547,-17.4626982,5.4
4076411083,14.7186146,-17.4574067,5.4
4076417845,14.7223069,-17.4584213,5.4
4076423954,14.7131134,-17.4554095,5.4
4076442713,14.7368772,-17.46469,5.4
4076447427,14.7394466,-17.4688312,5.4
4076457154,14.7301899,-17.4704455,5.4
4076458078,14.7122266,-17.4516659,5.4
4076458079,14.7088945,-17.4517842,5.4
4076458080,14.7048544,-17.4497044,5.4
4076458081,14.7053502,-17.4517671,5.4
4076458082,14.7106801,-17.446756,5.4
4076458083,14.7050767,-17.4472187,5.4
4076458084,14.7144117,-17.4530608,5.4
4076458085,14.7074381,-17.446978,5.4
4076458086,14.7095534,-17.4531858,5.4
4076458087,14.7166556,-17.4471802,5.4
4076469840,14.7294289,-17.4676922,5.4
4076473601,14.7294275,-17.4624414,5.4
4076480394,14.7258654,-17.469275,5.4
4076504016,14.7286827,-17.4599989,5.4
4076515468,14.724727,-17.4635149,5.4
4076523027,14.7313532,-17.458948,5.4
4076540409,14.698965,-17.4643692,5.4
4076543516,14.711844,-17.443229,5.4
4076543517,14.7137574,-17.449594,5.4
4076543518,14.7094409,-17.4495187,5.4
4076543519,14.7082584,-17.4423633,5.4
4076543520,14.7182716,-17.4426688,5.4
4076543521,14.7135016,-17.4460154,5.4
4076543522,14.7037505,-17.4435991,5.4
4076543524,14.7157309,-17.4442009,5.4
4076543885,14.6988854,-17.4619778,5.4
4076547248,14.7002727,-17.4598017,5.4
4076550414,14.6975013,-17.4563841,5.4
4076552222,14.7024416,-17.456383,5.4
4076555897,14.7041881,-17.4604208,5.4
4076556633,14.7036965,-17.4678944,5.4
4076559156,14.7053712,-17.4697253,5.4
4077890543,14.7277248,-17.4566613,5.4
4083068640,14.7237156,-17.4487575,5.4
4083357094,14.7064981,-17.4449191,5.4
4103901290,14.7026474,-17.4362208,5.4
